Notes,County,County Code,ICD-10 113 Cause List,ICD-10 113 Cause List Code,Deaths,Population,Crude Rate
,"Blount County, AL",1009,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,10,635351,Unreliable
,"Bullock County, AL",1011,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,14,114915,Unreliable
,"Bullock County, AL",1011,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,13,114915,Unreliable
,"Bullock County, AL",1011,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,114915,Suppressed
,"Butler County, AL",1013,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,39,221074,17.6
,"Butler County, AL",1013,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,34,221074,15.4
,"Butler County, AL",1013,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,221074,Suppressed
,"Calhoun County, AL",1015,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,125,1272627,9.8
,"Calhoun County, AL",1015,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,95,1272627,7.5
,"Calhoun County, AL",1015,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,30,1272627,2.4
,"Chambers County, AL",1017,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,39,371869,10.5
,"Chambers County, AL",1017,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,30,371869,8.1
,"Chambers County, AL",1017,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,371869,Suppressed
,"Cherokee County, AL",1019,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,20,286270,7
,"Cherokee County, AL",1019,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,17,286270,Unreliable
,"Cherokee County, AL",1019,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,286270,Suppressed
,"Chilton County, AL",1021,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,28,484168,5.8
,"Chilton County, AL",1021,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,20,484168,4.1
,"Chilton County, AL",1021,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,484168,Suppressed
,"Choctaw County, AL",1023,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,14,144806,Unreliable
,"Choctaw County, AL",1023,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,10,144806,Unreliable
,"Choctaw County, AL",1023,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,144806,Suppressed
,"Clarke County, AL",1025,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,21,270824,7.8
,"Clarke County, AL",1025,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,15,270824,Unreliable
,"Clarke County, AL",1025,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,270824,Suppressed
,"Clay County, AL",1027,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,148303,Suppressed
,"Clay County, AL",1027,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,148303,Suppressed
,"Clay County, AL",1027,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,148303,Unreliable
,"Cleburne County, AL",1029,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,11,164419,Unreliable
,"Cleburne County, AL",1029,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,164419,Suppressed
,"Cleburne County, AL",1029,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,164419,Suppressed
,"Coffee County, AL",1031,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,24,565365,4.2
,"Coffee County, AL",1031,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,16,565365,Unreliable
,"Coffee County, AL",1031,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,565365,Suppressed
,"Colbert County, AL",1033,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,30,600933,5
,"Colbert County, AL",1033,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,21,600933,3.5
,"Colbert County, AL",1033,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,600933,Suppressed
,"Conecuh County, AL",1035,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,17,138602,Unreliable
,"Conecuh County, AL",1035,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,14,138602,Unreliable
,"Conecuh County, AL",1035,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,138602,Suppressed
,"Coosa County, AL",1037,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,13,119089,Unreliable
,"Coosa County, AL",1037,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,12,119089,Unreliable
,"Coosa County, AL",1037,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,119089,Suppressed
,"Covington County, AL",1039,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,17,412928,Unreliable
,"Covington County, AL",1039,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,14,412928,Unreliable
,"Covington County, AL",1039,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,412928,Suppressed
,"Crenshaw County, AL",1041,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,14,152887,Unreliable
,"Crenshaw County, AL",1041,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,13,152887,Unreliable
,"Crenshaw County, AL",1041,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,152887,Suppressed
,"Cullman County, AL",1043,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,34,902438,3.8
,"Cullman County, AL",1043,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,22,902438,2.4
,"Cullman County, AL",1043,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,12,902438,Unreliable
,"Dale County, AL",1045,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,36,545211,6.6
,"Dale County, AL",1045,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,31,545211,5.7
,"Dale County, AL",1045,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,545211,Suppressed
,"Dallas County, AL",1047,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,137,445681,30.7
,"Dallas County, AL",1047,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,124,445681,27.8
,"Dallas County, AL",1047,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,13,445681,Unreliable
,"DeKalb County, AL",1049,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,37,783845,4.7
,"DeKalb County, AL",1049,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,22,783845,2.8
,"DeKalb County, AL",1049,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,15,783845,Unreliable
,"Elmore County, AL",1051,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,71,892171,8
,"Elmore County, AL",1051,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,51,892171,5.7
,"Elmore County, AL",1051,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,20,892171,2.2
,"Escambia County, AL",1053,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,52,412750,12.6
,"Escambia County, AL",1053,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,35,412750,8.5
,"Escambia County, AL",1053,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,17,412750,Unreliable
,"Etowah County, AL",1055,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,75,1136103,6.6
,"Etowah County, AL",1055,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,55,1136103,4.8
,"Etowah County, AL",1055,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,20,1136103,1.8
,"Fayette County, AL",1057,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,183938,Suppressed
,"Fayette County, AL",1057,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,183938,Suppressed
,"Fayette County, AL",1057,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,183938,Suppressed
,"Franklin County, AL",1059,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,17,347533,Unreliable
,"Franklin County, AL",1059,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,11,347533,Unreliable
,"Franklin County, AL",1059,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,347533,Suppressed
,"Geneva County, AL",1061,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,15,292749,Unreliable
,"Geneva County, AL",1061,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,10,292749,Unreliable
,"Geneva County, AL",1061,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,292749,Suppressed
,"Greene County, AL",1063,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,93704,Suppressed
,"Greene County, AL",1063,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,93704,Suppressed
,"Greene County, AL",1063,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,93704,Unreliable
,"Hale County, AL",1065,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,16,166038,Unreliable
,"Hale County, AL",1065,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,13,166038,Unreliable
,"Hale County, AL",1065,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,166038,Suppressed
,"Henry County, AL",1067,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,15,189656,Unreliable
,"Henry County, AL",1067,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,10,189656,Unreliable
,"Henry County, AL",1067,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,189656,Suppressed
,"Houston County, AL",1069,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,73,1144938,6.4
,"Houston County, AL",1069,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,56,1144938,4.9
,"Houston County, AL",1069,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,17,1144938,Unreliable
,"Jackson County, AL",1071,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,23,576563,4
,"Jackson County, AL",1071,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,17,576563,Unreliable
,"Jackson County, AL",1071,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,576563,Suppressed
,"Jefferson County, AL",1073,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,1397,7249978,19.3
,"Jefferson County, AL",1073,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,1192,7249978,16.4
,"Jefferson County, AL",1073,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,205,7249978,2.8
,"Lamar County, AL",1075,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,154619,Suppressed
,"Lamar County, AL",1075,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,154619,Suppressed
,"Lamar County, AL",1075,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,154619,Suppressed
,"Lauderdale County, AL",1077,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,55,1019861,5.4
,"Lauderdale County, AL",1077,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,39,1019861,3.8
,"Lauderdale County, AL",1077,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,16,1019861,Unreliable
,"Lawrence County, AL",1079,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,18,367504,Unreliable
,"Lawrence County, AL",1079,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,14,367504,Unreliable
,"Lawrence County, AL",1079,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,367504,Suppressed
,"Lee County, AL",1081,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,130,1709062,7.6
,"Lee County, AL",1081,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,111,1709062,6.5
,"Lee County, AL",1081,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,19,1709062,Unreliable
,"Limestone County, AL",1083,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,53,1011572,5.2
,"Limestone County, AL",1083,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,43,1011572,4.3
,"Limestone County, AL",1083,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,10,1011572,Unreliable
,"Lowndes County, AL",1085,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,33,114819,28.7
,"Lowndes County, AL",1085,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,29,114819,25.3
,"Lowndes County, AL",1085,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,114819,Suppressed
,"Macon County, AL",1087,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,73,213507,34.2
,"Macon County, AL",1087,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,66,213507,30.9
,"Macon County, AL",1087,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,213507,Suppressed
,"Madison County, AL",1089,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,281,3905176,7.2
,"Madison County, AL",1089,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,204,3905176,5.2
,"Madison County, AL",1089,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,77,3905176,2
,"Marengo County, AL",1091,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,23,218123,10.5
,"Marengo County, AL",1091,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,20,218123,9.2
,"Marengo County, AL",1091,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,218123,Suppressed
,"Marion County, AL",1093,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,14,331545,Unreliable
,"Marion County, AL",1093,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,10,331545,Unreliable
,"Marion County, AL",1093,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,331545,Suppressed
,"Marshall County, AL",1095,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,37,1046660,3.5
,"Marshall County, AL",1095,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,23,1046660,2.2
,"Marshall County, AL",1095,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,14,1046660,Unreliable
,"Mobile County, AL",1097,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,687,4552576,15.1
,"Mobile County, AL",1097,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,572,4552576,12.6
,"Mobile County, AL",1097,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,115,4552576,2.5
,"Monroe County, AL",1099,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,31,239402,12.9
,"Monroe County, AL",1099,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,22,239402,9.2
,"Monroe County, AL",1099,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,239402,Suppressed
,"Montgomery County, AL",1101,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,488,2500794,19.5
,"Montgomery County, AL",1101,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,424,2500794,17
,"Montgomery County, AL",1101,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,64,2500794,2.6
,"Morgan County, AL",1103,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,96,1315278,7.3
,"Morgan County, AL",1103,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,76,1315278,5.8
,"Morgan County, AL",1103,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,20,1315278,1.5
,"Perry County, AL",1105,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,12,106306,Unreliable
,"Perry County, AL",1105,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,10,106306,Unreliable
,"Perry County, AL",1105,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,106306,Suppressed
,"Pickens County, AL",1107,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,12,219291,Unreliable
,"Pickens County, AL",1107,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,219291,Suppressed
,"Pickens County, AL",1107,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,219291,Suppressed
,"Pike County, AL",1109,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,42,364741,11.5
,"Pike County, AL",1109,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,32,364741,8.8
,"Pike County, AL",1109,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,10,364741,Unreliable
,"Randolph County, AL",1111,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,20,250026,8
,"Randolph County, AL",1111,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,18,250026,Unreliable
,"Randolph County, AL",1111,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,250026,Suppressed
,"Russell County, AL",1113,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,89,633388,14.1
,"Russell County, AL",1113,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,78,633388,12.3
,"Russell County, AL",1113,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,11,633388,Unreliable
,"St. Clair County, AL",1115,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,50,958466,5.2
,"St. Clair County, AL",1115,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,29,958466,3
,"St. Clair County, AL",1115,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,21,958466,2.2
,"Shelby County, AL",1117,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,77,2292574,3.4
,"Shelby County, AL",1117,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,54,2292574,2.4
,"Shelby County, AL",1117,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,23,2292574,1
,"Sumter County, AL",1119,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,21,143368,14.6
,"Sumter County, AL",1119,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,16,143368,Unreliable
,"Sumter County, AL",1119,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,143368,Suppressed
,"Talladega County, AL",1121,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,108,888956,12.1
,"Talladega County, AL",1121,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,87,888956,9.8
